address,tokens
0x6Ed5D6f66916B393335D8568f64f0029b3A2d911,42183.207127168161029908
0xc2A4B640DD4e591559fCDEB8566A05c23237d9E6,41804.705627557167353055
0x47F4869aA7DA42A2E0B8Bd3A37a21cD8a292782C,41710.015317924831970006
0x63DaE0946A44eeeAD00C8B30ec206Fda63F7DFE1,41613.321624875854447011
0x7Cf4BF49675ec763AF02B2D9d85c90cE2852dC37,41066.072282249141758079
0x94E2DcF00CF7e33a4643478bb458b8123043116e,40799.521753959118092908
0x03018DFe2775af34B143294dcAFb910d50BD77C0,40654.723104387202220447
0xb93471A0a141c6f197886d4601E9Bac7F3f15D23,40342.876317992732762221
0xB75F8B8E9C0aE25bfD04d5954Ec8e75cA1f6f41c,40093.669571197059538601
0xfF049EC2F92e167a0AaC6bEA0Fb11ec6A9ABFC1b,39268.642101460890838313
0x91c14CD4Ad4E73fA0608F5dCDDBA106c764E9887,39024.756616924915519364
0xA91C2ceb9d2e343BFD5a12d5B3B3794346A8C473,38924.961884033005381708
0x39c09fdc4E5C5AB72F6319dDbc2CAe40E67b2A60,38871.556192579858619525
0x11e658214247565568d6A0c0FD8e54C58f0B27d0,38791.097621508032769892
0x9c5083dd4838E120Dbeac44C052179692Aa5dAC5,38235.64266248639250476
0x1FE9Fd1156688699F4ca017E72ee0D9873f9d758,38158.554303299234113689
0x5FFAcBDaA5754224105879c03392ef9FE6ae0c17,37823.308914517070467889
0xA577110D143bd1d1105A31e8fC19B3F65DE3ebed,37820.838464605384982255
0x0EBAb19F412e1afD2B90842e5C632aa186a4f60d,37523.084852239769631999
0x5CFD0CDdf989959A6A6c3ad985cE324460D46dfD,37472.844772938207721655
0xa1B38945846e1869B66eC19c196ba28506743Dc0,37425.855560899546058875
0x24322B6C7e22d6929E90Bbd3d36817Fe7cCd7055,37244.719968776594603983
0xA1EFa0adEcB7f5691605899d13285928AE025844,36940.566212956842001048
0x9b43818e253BAEd56E14A96d677347a06c77C6c1,36682.11244228189901976
0xcBf8881aCD4253Fa2c707E074acd778adde26137,36674.466489110484161146
0x85579a2A900f1B7A96a81722Db4b0d6603B37B94,36472.906376194297836698
0xf34Bd349e5EB68FBA0cCdE82E84903fD1487A97a,36228.888282407537070521
0x7db1E874712998eBD909C5dA1d10375c3870d990,36217.791475885695803604
0x45f1E5D98b7C338cd7CdcbceCc47DDEf193674b1,36128.586315170819144631
0x84aBD78727950Aa776f7939102f51Df6B166ab84,36107.391227445985931404
0x853F6EE48393e774A4eBd8451210ce8F86f1Ba41,35973.739638543435260511
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,35755.065775282269340921
0x46BA0aF6bC60E6fABD9957744c057D031c720ACe,35416.98989715007405042
0x0fFeb87106910EEfc69c1902F411B431fFc424FF,35252.189200833588252018
0x8AD71D9CD77F30C824AC45fC454f5c59C41Add63,34342.623481327188809843
0x4A5834afF46f9B1062903bb893bd5518934FD733,34248.556985250507935467
0xc7Bfd896cc6A8BF1D09486Dd08f590691b20C2Ff,34178.347817916073155745
0xe6Cb0096927fDE2cc0bA3b8ddA6913E54198952e,34023.961214983435674761
0x74b9E36cE373dB5aBF43F6FbA7088f2170805F63,33946.116517357596552535
0x30391a4f9D2f099D41888f811784281Cba4097f0,33831.771487791123969307
0xCE2a3294f800B1bf9a907db3c7e377cF9486a456,33295.366869579654405816
0x26A22514d3Ac0B05E2F4f04dF96EF302ba434cBE,33245.485933149698617607
0xC19E779F155C4A0605e2376b899dD71685E78aEe,33119.598263024624860704
0xD241Ab3FDe4D7398C417E67f47fd3de69A533F76,32854.813510408644871961
0x7B04E937D2d91Ba9B9e24F02e7F5F90bb877568b,32702.848714219348089835
0xD711193C2068575BCfaDf3D51B98A0f573cC6492,32545.848855530362104559
0x07bDf59c0a121456F7cF6bC69ec225e602271A01,32430.698148240578837447
0x2482Dc04AC628a4b2700c071BFEe557Fd86C91EA,32362.758432256333859207
0xD799F16d365bD525e0Cb0ed625c499b220b70cA8,32350.39016836825152579
0xdC1f6Fd4e237d86d30ae62EF0fbf6412eB07ec36,32330.340419120349270159
0xb46660091553d40433e939eb94fABF26420BF2D5,31447.997968968533846827
0x56DbA2a052bC7009B2c5Dd1463A8f30B7475893c,31354.992820660879745282
0x68a17B587CAF4f9329f0e372e3A78D23A46De6b5,31010.950646588257326045
0xAA1C73B88867DD5Ae89813f2d1b4F715D7D9A134,30893.19231946179619265
0xe965484BA4250c446779D4703f1598DC2EA00d12,30893.151720566160627106
0x1D368063653B541e14211AC658332051A1473C15,30751.960028935766082561
0x2326D4fb2737666DDA96bd6314e3D4418246cFE8,30409.693713269957632996
0x35848Fc8cBD1C6032FF441af5520dE66Eb75BCE2,30333.651686253063201911
0x0b32Aa5C1e71715206fE29b7BADB21ad95F272C0,30204.499888734127453031
0xf7De94562085847c445e5099cCB1deF04De15FDf,30121.618285023209194701
0x161EA288055b58Fb182F72b124a5d0F367b099E4,30092.492250737458420893
0x64631b5d259eAD889E8B06D12C8B74742804E5F1,29988.974129673179693018
0x44D1eFe1Ad9e38fCc58e715F2b5fF598D1620C4e,29903.5942812045358263
0x60EE2955CF507f370831E3d4F3A5470C9517b62A,29798.091674281916666403
0xaEB2584fD2C1d1C27dC72afcb8e858a5fFE4C794,29597.97948509684642595
0x11bC1fE797DA8428fF275c9ad3c02971ce8BA104,29308.761700579311770099
0xF2Df969F59B2c86E4B230dA88918cDEbCfc4cCBC,29140.132165106827461509
0x4a1526a0cE42146dFdEF1c181A1c89faE371f7ce,28825.464620024837644857
0x1714A5badf44F9Aade2E902eb083b80f6d4129a2,28773.544543866900851244
0x7AF3EDC58487baD40A21b93D90f14453282d8Df3,28366.506462542517256887
0xF39d30Fa570db7940e5b3A3e42694665A1449E4B,28329.837506636770073313
0x6aC0982467C2f2AE4785c54CfDAb25AB0A4a0ed9,28318.572530005103020682
0x473afAb58B2C5D4DbC5FAD5D236f6658AD84E83b,28275.608894971663546054
0x044a9c43e95AA9FD28EEa25131A62b602D304F1f,28200.50385660790770482
0xA24Ebe62c3E7167c87C6915081815A6B82d45a44,27890.913527088220521135
0x2117c37a65aD3c0489682386f7d81d4c6d08B3C8,27477.680461607006902755
0x5CD39DE8D4e3B2d115F7F5CCe73c12764F8c5890,27336.757931922859880619
0xf1Ecc163903FB69Cce46D408E171C89EB7Ca1899,27314.763266881404433508
0x2079C29Be9c8095042edB95f293B5b510203d6cE,26801.386775297579784253
0x8577B84527ced5d2D9F299DC6027A9e049C17d6c,26473.231894017965199512
0x6aEdA057364cc4aaD943cAC04A1c149d90E10a3b,26422.784572267106693112
0x5df52E6B70F25919Ad29add390EFE2614f91b2C6,26392.669822477039344939
0x767Ecb395def19Ab8d1b2FCc89B3DDfBeD28fD6b,26150.150834009647611239
0x8c80c1FE10912398Bf0FE68A25839DefCaef588e,26044.188816250604038128
0x5e93eEa26af3b672fF9Cb4bB61eAB17D0784b806,26032.594052546138602707
0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,25991.153871445453844975
0x14Ce500a86F1e3aCE039571e657783E069643617,25921.279871848870830721
0xC72AED14386158960D0E93Fecb83642e68482E4b,25410.651015217033110126
0xD9B99266C42d427Bb3A64f30a0242bbEb41F6830,25380.384129464218904999
0x4C8133051B300CCd66b6b35c5a0aF15b6A97012a,25379.385127540710432342
0x3532d6733992da9c69D46824032C4D680d0Aa46f,25303.050124352813960666
0x4c09Fc918BF73B12e39181b3B462806E0F7d7222,25281.450742452457201292
0x94D0ee042620C76D2D612df8E67C50a726215Bbb,25247.101284804327338737
0x8A53501AD6450330E6f5397af182bFEFBC159799,25141.525633777386887418
0xec142e3590aCff7204852c7F2F336DD1Aa3616E4,25100.785517964756126324
0xAb2aB56BC2527b8AEFaf30c177069305531C28EC,25068.044219710157525364
0x4fD0e381C994b4262e4B452843b7B28c6a38Acf6,24933.213855525483058837
0x52dEF6C112BfFC66fC8C8258539d4d8C30c5000C,24768.996946845417337897
0x74bf919184F55095Ba63C877CE179d5Db9F4b050,24628.122423233911995752
0x76927E2CCAb0084BD19cEe74F78B63134b9d181E,24475.413129672132978481
0x65C084B69b7F21aCEFe2c68AA25C67Efd2E10160,24451.091265776305457358
0xa69eb732230F041E62640Da3571F414a01413DB3,24294.447122576770775527
0xB71CD2a879c8D887eA8d75155ff51116178641C0,24231.181567037524848174
0x60d582003E286fAcAA5ccBC45c846B6305939175,23926.143884569211888711
0x0D533Ffaa4f930d97710776524ba463Fe482c4f7,23888.970499679835588951
0x8362f1771B178e5e62efaCf792084773520fDd0F,23777.487255101735830708
0xB6647caE065c321e75775B50a25fd54e9ac5C436,23684.686022785720623914
0xC717ea2debcb3B7A42d772DcAe8DE42E62DB7A64,23617.206376761051122499
0x52Ad87832400485DE7E7dC965D8Ad890f4e82699,23542.102507161717231912
0xBa718efb68ea96b32678c88019768a449cBc9548,23526.300009518688088175
0xd834Ea9a2080a7767896616da3b97F217F90c722,23434.911039917141288212
0x49BE88F0fcC3A8393a59d3688480d7D253C37D2A,23380.078330607800639843
0x0EB4ADD4bA497357546DA7F5D12D39587cA24606,23313.274342802225588355
0x338F3EC014d7edACb98506881d1E18Dc00980fdC,23284.688255075545323707
0x9539643b4d6DefE1Ad42F5453429B4c8357D985F,23177.261298908281433241
0xb16Ee2A981Cce4c4c075b2Bd9406d5074dA02727,23135.084487205891486124
0xF869842bDc723204a63547C1d293722E0F633CbF,23122.519234302521509096
0xB3CFE88A74d374B4622D8231E9d23A057B358d71,23097.525291023719472313
0xC88D156BbEc6F71e65eCc1B67E64d4470940c885,23008.501909830333083971
0x02Ab1B3A8ac8E1Aa17756058E67ef68be0508a2d,22905.634102584698625668
0xd30391E21741C54c32987bCfcA3D880E6D261Cb0,22811.083911753124961242
0xee1a62F0C6Fa867A062E8d33bB6969Db020969e5,22578.030286934677655203
0xE51231DAA306aCF16EAc34A864564cA36B262A1f,22461.019593754222791739
0x6A99E8961055b505d8D62C447220bb341Ad769eE,22341.508408339504030152
0x8Dd4FC6EC4E375894DE3DeA5696c7fCFe39E3b9E,22282.781984022491891949
0x01BC38600E00c0cf3b2971b67a53Aa28807808D9,22218.826064291304078844
0x140297e2a62241359D740Ca84cE5e434419628F0,22198.097248922079704145
0xC8ef168dDd5BB63D5316860b8aA0666A9E895594,21847.911944868936503885
0xB547Db62f54f55BE59177A78250bFE0AA3d1180f,21811.582080994417391698
0x5Fc8c4E0647fd62281901b9fC30c6eaaa6E749d3,21809.088268420476513391
0xD2c4fB6CEc4595b766b8a00542E87448964DE9e6,21786.927165652577057769
0x909b443761bbD7fbB876Ecde71a37E1433f6af6f,21584.077140903479078421
0x9e6f4c45f869C77e7bc9e28676f22577B64Ac082,21469.959961961794336161
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,21389.58024327814799323
0x47F7EA0dd4418AA1cec00786F5C47623aC37bA42,21121.836624563829935315
0x0133B67AEc5d8a3959840385fF6F5Aba4F85f894,21108.078214448486608444
0x2b319Cd58F058aee25f38087001C1266CD47c3dB,20966.976094223295436293
0x9683f8bDA67A3fE17F0dECE2aEeaad9107486AB3,20962.326351372044397874
0x8E370b7419f8d7BCd341a2E0C1c5a666d8aB5b4d,20846.663169763138148053
0xE3939654Deae5f54fD3e6B84b3A7F75f245062d8,20686.795029404153670175
0xF55D84504217542D4F39d9bf9A70342744836007,20632.41916822315985604
0x5aA7a29c66E43926137700b4C3AEF8Dc1A9Cb8e8,20541.569417177576767662
0x1074d44BDd446b224691C752b0e9f85c92C4D787,20353.384749659104143817
0x74C3b2d22ED5990B9aB1f77BD3054D4fD4AfCF96,20172.547328729269948978
0x01fa2d4a142c28e4E734f8f829a538fC3566A2E5,20013.023105838943148861
0xd0Ee8Fb3FAb5Cd1AAC7f209ecB4fF4bc1fC928DE,19768.341182554887538962
0x4F643fb421F588F5cE3c4aB591e22b04847FdBf3,19648.41032759049736584
0xeC89639d883A9Ff2086c6DEb0d766064B5BbEa03,19644.4087430339939713
0xb5a86a127b20c2A1aaF8c49Ff9A92BE025a2e37E,19612.806713899219744318
0x5DB5286CEC9a28D76feb4eE22E0722e6a6912B22,19550.185329153071838512
0x30905CA68384Bc5544e0bBBE68aF7371C3D9feAE,19520.378955630896969088
0x28b1f2564187F0d6245dAEea849Bb174aE5D4228,19506.919329947943984549
0x8E949B62a177452f5B327B539eAA63802a3ab6A4,19463.240454269643744289
0x97A23D276e9483e3d0D85b5B8c1e2e59Cf02c829,19374.479334253000208437
0x3dd546e60456Cc06d51687DAd722A734B73C0bee,19372.168199920841132155
0x33bd3Ae1b4fC932a906796A61E1578246302BeEF,19325.994294699549010431
0x5356df73b293BD9c6e8eFD22C99833391EF8821A,19182.462276899318849882
0xE0948c933fF574D58DB56F47FBaFc27c3348EAeD,19165.573462117096414524
0xFFfe1F5D42DC16AF7c05D0Aa24D2C649A869B367,19060.610561475465693664
0x4A68021239136897FEA1A2113859215F06964D7a,18984.327140768327115793
0x9BdFAeB9CB28DC05b09B37c0F14ECBc9A876CEe0,18890.286008509781270457
0x6cf2656C825656bb07a6630855618dF37bEC7725,18573.374560520924053964
0x7cAaeFc724eF665B975933687C8250D420eff0B0,18540.989368403884952773
0xaf6aC9e4b68fb3DA8fb95faC1e072A2917b4f78f,18523.675381024248432687
0x15AC0Bd06859a3E0383222dbac1Af6F50A9983E6,18516.914610486680357989
0x703a767FB6A56dB0888D6A3e56FEdB169B39F3Ec,18503.509433946168290252
0xCbf5b0aDF0F58cD1E24249d15CEB31e8624D1a94,18471.640890482923211738
0x8fC548B6B071bf0f2Fe64aD1Aa6032A6d2037366,18424.880744255008110325
0x98fA411AB5F0BD2655f2499e35666E83835996bc,18278.428142536167477983
0xEC46DD165eE2D4aF460a9c3d01B5A4C9516C9c3F,18262.526604914688795988
0x27003bA96fBF876018ca6117aCF338F0212C811F,18255.993417520141100902
0x54452271C9414f78CBCC0FE6530946A95F4B65C9,18160.49341308758596093
0x512fce9B07Ce64590849115EE6B32fd40eC0f5F3,18144.368040925219643224
0x1EC594A869dc67d78Fabc33963D3c6A0ab017Dd6,18117.012802886048625465
0x3BEE184d114CA41FC2141D41965D9D69AffCDa42,18048.844398274305649655
0x28661e22ABd1995f79e915C0CB99b864fCaB2E59,17936.701758918390005749
0xf5dCb2a47f738d8bA39F9Fa2DdC7592f268a262A,17917.036792120247367418
0x71ec4eD1657C802cF8459f8db8b6BF49190c345A,17818.29892615517648299
0x0D55E988161e80c94322fA5833602e92BAEb129f,17514.080943633286332674
0x10395903bfBf4EF877E43f8E6A56591D9Cd1a201,17500.944955606225240698
0xeb423dcC9b346eE4dDd3A9273854d22599566a3f,17418.628181091008674486
0x1CE2304369d957fc1F0Dd32C983F445E449F4C7A,17373.753305786728927826
0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,17365.175889170792190043
0xA75eA297fdA4C3A11F600D284d1934e0140F34Eb,17309.744597270151535551
0x4c9FEa07C3676b282C2f72F3406cC6A486CdF3dF,17263.925225512070862943
0xd6Fa5DD83f9ce4F332D1591e6ef40c81aB5372b3,17254.753810033873118695
