address,amount,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8
0x29A31e68a5c3b052Ac04A663f1e60a2cf184FF53,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x2C2f838F0DAc3f4915F4A57f3cB63abcd806EE40,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x35A7D6dfC1041d3c774b1f0ad7e8A4FCC61bbBae,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x380336041fEd6d3de0C0A1f5079668760CD64779,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x395d48020EF5e29168706e16258db6c6c4D7d317,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x40e14b90e66b1D694F425579118D0Dc8EF1Dbc91,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x48B72465FeD54964a9a0bb2FB95DBc89571604eC,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x4BC821fef2ff947B57585a5FDBC73690Db288A49,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x4Cb2ccbF80ddF2C12f8199b75c849CfA658BA9B5,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x4fA7811Bbc4D7446AD0Dd3F39538049df2af2ad5,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x5285D6879f1de2fFf759E705B9DC89C3b841DbaB,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x56329ACd726a373177f8Bf2f94Ca601C0BB3C4FA,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x5d49C7f7330907Fd67401782f95d93c3fF7305dd,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x61463C621951190836139648EB180E4d21c7B2C1,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x62d3C6c91b08419685fD9C0634b289531f9bb87f,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x63b265D170f35d6bb724A6c00b4DcC822EA97867,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x67f3D16A91991cF169920F1E79F78E66708Da328,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x6C3553E90AFF3bdA7E379c9875D67F9858C7bB5d,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x6fb737D1Ebb73cda6CFA36Fd16D9273065D1b084,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x79bF225FBfd40f78B1878A6d1EeC1Bb03dF92AeB,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x7d1675dC635959B26F61E03637599C12C7e84FAe,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x7E8e66E8834F762077dEeC97F792d83092EBE431,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x8062E69aF89430d0749697ceDE9614Cda80325e0,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x81b5Ec3BE3D9339299e56665D8206D4D28ECe898,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x839395e20bbB182fa440d08F850E6c7A8f6F0780,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x902686eA170C5B808eBf69B253e67E622da09784,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x91400bE76b7171Cf932Ae252390d2b60e2C73013,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x92A0b2C089733beF43Ac367D2CE7783526AEA590,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x9B2d6e2d5Ef25C0454AbaA392Fcd9796E05567C9,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x9D37F793E5eD4EbD66d62D505684CD9f756504F6,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x9da847cD29d0da97fBFAEe0692d336857CF00cd3,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA00c99F5f955552742F1089deD88ABDC74E67Bac,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA1e2421A68f0208B75ACb0014a69E89b1F7492ea,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA5aA34f78D1823C347fAA933a632f07bE6788B52,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA7499Aa6464c078EeB940da2fc95C6aCd010c3Cc,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA7b5a37075881CC89C26e0A0Bcdd6F3fc9673ceB,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA9cf3Ed132Fbe9844613d4934aBC5A5FE52C3E9B,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xAdA29Ac69B950a7E2AA08D5D76B8d1FC904F5849,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xB79a5eD2dF0442c66FE395Fd19B793F8EB5557Ec,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xb8150a1B6945e75D05769D685b127b41E6335Bbc,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xBD9E322303Fa0EE764d8Efb497Ca4b81589A281a,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xbeb87B2e4D8B89cd2Af8A3c7103DB7fB2f5af022,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xc0F6bd9F0BE7E08b51f65B82fC95A19Df826F0fE,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xc4a69B137d22b52A36328F3ac6d5Aa9984fAab8E,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xC54570b8EB8138aCE95132b944b7b6Bb391976Dc,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xc785c18634b5Baa18CE4e045Afe06EE658c8afC0,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xd0dC07B98769f23A7BDbef15A35Faa256CB65dCF,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xD3802dcE7F7A54d59E7a64329d287624FF3F495a,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xD827Bf41C1ec98bE2E2B450a702aE4674a230320,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xE2d128323Cf7560a6E7a82726D7b425aEdc7a556,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xeb54D707252Ee9E26E6a4073680Bf71154Ce7Ab5,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xF670fD01a42a80C5098d4785638F7B0a8Ac69010,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xFD0101D908bF7e4a03168B6e90AA7F1e70606225,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xd97Cc02bA7EDaDd78D555e1D30549198E598A471,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x26E05A9fc97823F9538774C44a754ee9D38C1B28,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0x3238B53A910B69f5dBDb31786613cE944536BA19,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xA8aeBb767e4721EED35594B15990a65F9aD17e1F,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xaFBC07cd89e557f14628536BC2D06a48169328F0,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
0xbC2dA77182725e97927504D2045E448d2922EF4d,350,87.5,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125,32.8125
